LI,EF,DF,HL,rollout_method,hertg_method,done,percent_done,cumulative_reward,num_actions,computation_time,computation_per_action
100,0.1,1.0,6,random,static,True,100.0,6.95,72,146.103853997,2.0292201944027775
100,0.1,1.0,6,random,static,True,100.0,6.95,72,146.83486036400018,2.039373060611114
100,0.1,1.0,6,random,static,True,100.0,6.95,72,149.24153154799978,2.0727990492777746
100,0.1,1.0,6,random,static,True,100.0,6.95,72,149.32511462999992,2.0739599254166654
100,0.1,1.0,6,random,static,True,100.0,6.95,72,149.6480917429999,2.0784457186527763
100,0.1,1.0,6,random,static,True,100.0,6.95,72,150.5302742380004,2.090698253305561
100,0.1,1.0,6,random,static,True,100.0,6.95,72,151.4456173460003,2.103411352027782
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,355.9670862769999,1.7798354313849996
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,358.2392084930002,1.791196042465001
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,358.4106245160001,1.7920531225800005
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,367.555079103,1.837775395515
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,368.2337972669998,1.841168986334999
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,372.700272647,1.8635013632350002
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,373.4016701249998,1.8670083506249988
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,378.1454979939999,1.8907274899699997
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,372.67983912499994,1.8633991956249998
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,368.44237503700015,1.8422118751850007
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,369.7286835629998,1.8486434178149989
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,378.69236676799983,1.893461833839999
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,369.9696592180003,1.8498482960900013
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,375.7523608370002,1.878761804185001
100,0.1,1.0,6,random,static,False,91.66666666666666,6.359697910388978,200,376.4642275680003,1.8823211378400015
