LI,EF,DF,HL,rollout_method,hertg_method,done,percent_done,cumulative_reward,num_actions,computation_time,computation_per_action,rollout_pre_collision_stop,trial_config
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,50,87.42067902500276,1.7484135805000551,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.94493860083254,53,88.90137414399942,1.6773844178113098,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.95,52,94.53805715899944,1.818039560749989,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.949999999999998,60,97.72751102199982,1.6287918503666636,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.950000000000003,60,100.39901883600396,1.673316980600066,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.9395713417536244,68,101.99495351799851,1.4999257870293898,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.95,72,105.38815511400026,1.463724376583337,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.95,59,108.18713859200216,1.8336803151186807,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.903383051269474,69,109.34027145000437,1.5846416152174545,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.95,88,113.42808193100063,1.2889554764886435,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.9499880560333995,80,115.27547990000312,1.440943498750039,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.95,83,117.18728475200624,1.4118949970121233,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.94648734749528,65,117.62020640300034,1.8095416369692359,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.94650611394089,110,120.75539809199836,1.0977763462908943,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.902155941584577,78,122.26674719499715,1.567522399935861,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,64,122.99522768899624,1.9218004326405662,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.925629813867592,73,125.37497826899926,1.7174654557397158,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,80,126.34400215699861,1.5793000269624826,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.837062173124405,71,129.7240056810042,1.8270986715634394,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,83,138.69730840899865,1.6710519085421525,True,trial_92
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,80,147.28571296399605,1.8410714120499505,True,trial_53
100,0.1,1.0,6,same,static,True,100.0,6.940706037307882,87,155.84181896000518,1.7912852754023585,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.872426588235945,96,164.3432407470027,1.7119087577812782,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.889902525269564,36,63.505961415001366,1.764054483750038,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.654815491449638,44,70.47065635400213,1.6016058262273212,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.902529756675748,56,103.8365118300062,1.854223425535825,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.9045479329031485,114,195.20591327000147,1.7123325725438725,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,51,90.27572143400175,1.7701121849804264,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.902529756675748,56,102.40499875699606,1.8286606920892154,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.9499119188187155,57,93.76927472300304,1.6450749951404042,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.95,71,105.35399287399923,1.4838590545633694,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,67,101.49470372799988,1.5148463242985055,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.870282027925011,57,97.53995081000176,1.7112272071930132,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.9499119188187155,57,100.92565877499874,1.7706255925438374,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.9499119188187155,57,96.24299606100249,1.6884736151053068,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.95,71,107.6401427170058,1.5160583481268424,True,trial_69
100,0.1,1.0,6,same,static,False,83.33333333333334,5.768264072881039,200,231.81628918000206,1.1590814459000103,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.9499999999999975,43,72.60354103300051,1.6884544426279189,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,42,70.90992810099851,1.6883316214523456,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.95,45,73.47970941299718,1.6328824313999373,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.949681262026642,142,270.87738470500335,1.907587216232418,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.935352670262166,152,272.50729104399943,1.7928111252894698,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.9497215593296024,46,83.13230270599888,1.8072239718695409,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.941473539403866,67,128.156551535998,1.9127843512835523,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.94483322457933,102,173.01827150600002,1.6962575637843138,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.9291420781354125,169,319.06277886399766,1.887945437065075,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.947886102888519,103,189.7031702069944,1.8417783515242174,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.947886102888519,103,199.70041061200027,1.938838937980585,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.949976867587022,103,187.58995427799528,1.8212616920193716,True,trial_43
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,109,146.91763394299778,1.3478682013119063,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.824195752384577,136,254.95121853899764,1.8746413127867474,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.949338663523068,122,154.29526272499788,1.2647152682376877,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,110,154.3144808770012,1.4028589170636472,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.824195752384577,136,279.41079637000075,2.0544911497794174,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.933211347395111,114,152.08882558700134,1.3341125051491345,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,123,168.23011411799962,1.3677245050243871,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.93432866375188,123,222.65757836499688,1.8102242143495682,True,trial_43
100,0.1,1.0,6,same,static,False,75.0,5.211838148043444,200,391.5256658069993,1.9576283290349965,True,trial_86
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,123,172.57935496499704,1.403084186707293,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,110,160.58317390500451,1.459847035500041,True,trial_24
100,0.1,1.0,6,same,static,False,83.33333333333334,5.7476780801237535,200,405.64737202699325,2.028236860134966,True,trial_86
100,0.1,1.0,6,same,static,False,91.66666666666666,6.2160669573934735,200,420.32292904600035,2.101614645230002,True,trial_60
100,0.1,1.0,6,same,static,False,91.66666666666666,6.255179253472544,200,421.98201409600006,2.1099100704800002,True,trial_60
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,160,226.80232221400365,1.417514513837523,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.95,125,170.47281950699835,1.3637825560559869,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.943069283556143,118,158.44458893899719,1.3427507537203152,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.949999999999998,162,226.47982688200136,1.3980236227284035,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.95,57,76.14321208899491,1.3358458261227177,True,trial_65
100,0.1,1.0,6,same,static,False,91.66666666666666,6.3708333333333345,200,324.7833859759994,1.6239169298799971,True,trial_69
100,0.1,1.0,6,same,static,False,91.66666666666666,6.370833333333333,200,330.1627221089948,1.650813610544974,True,trial_69
100,0.1,1.0,6,same,static,False,91.66666666666666,6.370833333333334,200,332.71874968500197,1.6635937484250098,True,trial_69
100,0.1,1.0,6,same,static,True,100.0,6.94000145725342,71,108.06023419399571,1.5219751294928974,True,trial_65
100,0.1,1.0,6,same,static,False,75.0,5.212485251916098,200,256.30224034499406,1.2815112017249704,True,trial_24
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,71,108.41640729700157,1.5269916520704447,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.949986150948426,58,90.33902168300119,1.5575693393620895,True,trial_64
100,0.1,1.0,6,same,static,True,100.0,6.95,92,128.15102970800217,1.3929459750869801,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.95,84,121.49862307700096,1.4464121794881066,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.9499988164205035,67,108.8293618319949,1.6243188333133567,True,trial_64
100,0.1,1.0,6,same,static,True,100.0,6.94931762851733,66,112.12501738099672,1.6988638997120715,True,trial_64
100,0.1,1.0,6,same,static,True,100.0,6.95,96,133.43848548900132,1.3899842238437639,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.948912020912231,92,134.61097830899962,1.4631628077065175,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.9326144721672085,61,100.35973284499778,1.6452415220491439,True,trial_64
100,0.1,1.0,6,same,static,True,100.0,6.949999999999999,93,146.24904988300113,1.5725704288494746,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.949999999999998,99,136.56263206199947,1.3794205258787824,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.876924879158806,137,185.6896876210012,1.3553991797153373,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.949683150563058,101,148.96578556999884,1.4749087680197905,True,trial_65
100,0.1,1.0,6,same,static,True,100.0,6.950000000000001,66,112.22341374999814,1.7003547537878507,True,trial_64
100,0.1,1.0,6,same,static,False,91.66666666666666,6.370833333333333,200,274.75026808399707,1.3737513404199853,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.9499988164205035,67,103.04243151699484,1.5379467390596244,True,trial_64
100,0.1,1.0,6,same,static,False,91.66666666666666,6.370833333333334,200,277.5154433190037,1.3875772165950184,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.949377592582867,67,111.87257721799688,1.6697399584775654,True,trial_64
100,0.1,1.0,6,same,static,False,91.66666666666666,6.250285358680641,200,471.65350389900414,2.358267519495021,True,trial_60
100,0.1,1.0,6,same,dynamic,True,100.0,6.948035497751385,70,113.29817589199956,1.618545369885708,True,trial_53
100,0.1,1.0,6,same,static,False,58.33333333333333,4.054166666666666,200,292.41173253699526,1.4620586626849763,True,trial_94
100,0.1,1.0,6,same,static,False,91.66666666666666,6.370833333333334,200,281.1020360019975,1.4055101800099874,True,trial_94
100,0.1,1.0,6,same,static,True,100.0,6.949938200646257,182,246.82175770499452,1.3561635038735962,True,trial_94
100,0.1,1.0,6,same,static,False,58.33333333333333,4.054166666666666,200,265.7062548179965,1.3285312740899826,True,trial_94
100,0.1,1.0,6,same,dynamic,True,100.0,6.926898890202997,76,122.16412952500104,1.6074227569079085,True,trial_53
