LI,EF,DF,HL,rollout_method,hertg_method,done,percent_done,cumulative_reward,num_actions,computation_time,computation_per_action,rollout_pre_collision_stop,collision_failure,skip_rollout,no_hertg,trial_config
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7867448133575554,400,28.026898433003225,0.07006724608250807,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,83.33333333333334,0.9739116411641261,400,21.893631687999004,0.05473407921999751,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,75.0,0.8892421747193151,400,26.90969391800172,0.0672742347950043,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,75.0,0.8892421747193151,400,27.116377487996942,0.06779094371999235,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,82.87554387956502,0.9584259577792632,400,23.707064363996324,0.05926766090999081,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,83.33333333333334,0.9611729626195269,400,25.567511756002204,0.06391877939000551,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,89.15790232150229,1.017600327803764,400,32.732270824002626,0.08183067706000656,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,90.3198829755603,1.0505529061463847,400,33.36025519200484,0.08340063798001211,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7896625702313399,400,25.178500578003877,0.06294625144500969,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,75.0,0.8892421747193151,400,30.494263683998724,0.07623565920999681,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7784788395253912,400,16.1563035040017,0.040390758760004246,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7867521446586819,400,19.681688766999287,0.049204221917498216,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,91.07885539939508,1.0327865965028515,400,39.605377184001554,0.09901344296000389,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,83.33333333333334,0.9869029307888002,400,36.70072896099737,0.09175182240249341,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,91.07885539939508,1.0327865965028515,400,41.38867547800328,0.1034716886950082,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,91.07885539939508,1.0327865965028515,400,41.65253897799994,0.10413134744499984,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,82.86566816172183,0.9583272006008314,400,19.915377852004895,0.04978844463001224,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7887021279582641,400,26.216902727006527,0.06554225681751631,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7864822287388741,400,25.141235674003838,0.06285308918500959,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,41.666666666666664,0.49583333333333335,400,15.243587885001034,0.038108969712502584,False,False,True,True,trial_45
25,0.1,1.0,6,random_same,dynamic,False,91.66666666666666,1.055501516837391,400,43.21142234800209,0.10802855587000522,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,83.33333333333334,0.981718250769635,400,23.61885413800337,0.059047135345008425,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,83.33333333333334,0.9770371427785205,400,23.427718619997904,0.05856929654999476,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,66.66666666666667,0.7870610553897167,400,32.26085004000197,0.08065212510000493,False,False,True,False,trial_46
25,0.1,1.0,6,random_same,dynamic,False,90.30517592936638,1.0504058356844452,400,30.975519807994715,0.07743879951998679,False,False,True,False,trial_46
